buyingprice,maintprice,doors,persons,lug_boot,safety,recommend,,frekuensi,,,,,,,,,,,,,,,,,,,,,,
high,high,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,4,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,high,5more,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,2,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,3,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,4,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,med,5more,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,2,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,3,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,4,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
high,low,5more,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,2,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,3,more,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,med,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,med,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,big,med,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,4,big,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,small,med,unacc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,small,high,acc,,,,,,,,,,,,,,,,,,,,,,,,
med,vhigh,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,,,,,,
